% Index	Latitude	Longitude	Country code	Subcontinental Zone code	Locality	Provider Name	Provider URL
79	20.632784	78.75	IN	ASS	india	bsnl sis cloud	http://www.datacentermap.com/cloud/bsnl-sis-cloud.html
80	20.632784	78.75	IN	ASS	india	servernet services p ltd	http://www.datacentermap.com/cloud/servernet-services.html
81	20.632784	78.75	IN	ASS	india	cloud server hosting - spectranet	http://www.datacentermap.com/cloud/cloud-server-hosting---spectranet.html
82	31.689535	54.66797	IR	ASC	iran	jaygah data center	http://www.datacentermap.com/cloud/jaygah-data-center.html
83	53.514187	-7.77832	IE	EUW	ireland	Amazon EC2	http://www.datacentermap.com/cloud/amazon-ec2.html
84	53.514187	-7.77832	IE	EUW	ireland	Dediserve	http://www.datacentermap.com/cloud/dediserve.html
85	53.514187	-7.77832	IE	EUW	ireland	sungard availability services	http://www.datacentermap.com/cloud/sungard-availability-services.html
86	53.514187	-7.77832	IE	EUW	ireland	interoute communications ltd	http://www.datacentermap.com/cloud/interoute-communications.html
87	53.514187	-7.77832	IE	EUW	ireland	Titan Technology Solutions Limited	http://www.datacentermap.com/cloud/titanlivehosting.html
88	53.514187	-7.77832	IE	EUW	ireland	cloudcix	http://www.datacentermap.com/cloud/cloudcix.html
89	54.21707	-4.54834	GB	EUW	isle-of-man	netcetera	http://www.datacentermap.com/cloud/netcetera.html
90	41.013065	11.99707	IT	EUW	italy	inasset cloud	http://www.datacentermap.com/cloud/inasset-cloud.html
91	41.013065	11.99707	IT	EUW	italy	seeweb	http://www.datacentermap.com/cloud/seeweb.html
92	41.013065	11.99707	IT	EUW	italy	colt vcloud services	http://www.datacentermap.com/cloud/colt-vcloud-services.html
93	41.013065	11.99707	IT	EUW	italy	Colt managed workspace	http://www.datacentermap.com/cloud/colt-managed-workspace.html
94	35.675148	137.02148	JP	ASP	japan	Amazon EC2	http://www.datacentermap.com/cloud/amazon-ec2.html
95	35.675148	137.02148	JP	ASP	japan	Libra	http://www.datacentermap.com/cloud/libra.html
96	49.21444	-2.13125	FR	EUW	jersey	foreshore	http://www.datacentermap.com/cloud/foreshore.html
97	57.016815	24.554443	LV	EUE	latvia	subitech	http://www.datacentermap.com/cloud/subitech.html
98	57.016815	24.554443	LV	EUE	latvia	makonix cloud	http://www.datacentermap.com/cloud/makonix-cloud.html
99	57.016815	24.554443	LV	EUE	latvia	tcloud	http://www.datacentermap.com/cloud/tcloud.html
100	55.247814	23.708496	LT	EUE	lithuania	baltneta	http://www.datacentermap.com/cloud/baltneta.html
101	55.247814	23.708496	LT	EUE	lithuania	Linux Cloud Servers	http://www.datacentermap.com/cloud/hostex-iaas-vds.html
102	55.247814	23.708496	LT	EUE	lithuania	vmware cloud servers	http://www.datacentermap.com/cloud/vmware-cloud-servers.html
103	3.908099	102.10693	MY	ASP	malaysia	SkaliCloud	http://www.datacentermap.com/cloud/skalicloud.html
104	-20.260908	57.577972	MU	AFR	mauritius	mcs cloud services	http://www.datacentermap.com/cloud/mcs-cloud-services.html
105	23.6345	-102.55279	MX	NAS	mexico	syptec cloud	http://www.datacentermap.com/cloud/syptec-cloud.html
106	-40.78054	173.4082	NZ	OCE	new-zealand	hd cloud	http://www.datacentermap.com/cloud/hd-cloud.html
107	-40.78054	173.4082	NZ	OCE	new-zealand	vpsnine	http://www.datacentermap.com/cloud/vpsnine.html
108	65.54937	13.710938	NO	EUW	norway	nethome vdc vsn1	http://www.datacentermap.com/cloud/nethome-vdc-vsn1.html
109	65.54937	13.710938	NO	EUW	norway	nethome vdc vsn2	http://www.datacentermap.com/cloud/nethome-vdc-vsn2.html
110	30.297018	69.87305	PK	ASS	pakistan	cubexs cloud services	http://www.datacentermap.com/cloud/cubexs-cloud-services.html
111	51.919437	19.145136	PL	EUE	poland	skycloud	http://www.datacentermap.com/cloud/skycloud.html
112	51.919437	19.145136	PL	EUE	poland	Titan Technology Solutions Limited	http://www.datacentermap.com/cloud/titanlivehosting.html
113	39.825413	-8.195801	PT	EUW	portugal	webtuga	http://www.datacentermap.com/cloud/webtuga.html
114	45.8288	24.763184	RO	EUE	romania	appnor cloud	http://www.datacentermap.com/cloud/appnor-cloud.html
115	45.8288	24.763184	RO	EUE	romania	starvault cloud server	http://www.datacentermap.com/cloud/starvault-cloud-server.html
116	45.8288	24.763184	RO	EUE	romania	hostway cloud	http://www.datacentermap.com/cloud/hostway-cloud.html
117	62.10388	93.86719	RU	EUE	russia	croc cloud c2	http://www.datacentermap.com/cloud/croc-cloud-c2.html
118	62.10388	93.86719	RU	EUE	russia	borovaya	http://www.datacentermap.com/cloud/borovaya.html
119	62.10388	93.86719	RU	EUE	russia	interoute communications ltd	http://www.datacentermap.com/cloud/interoute-communications.html
120	62.10388	93.86719	RU	EUE	russia	Selectel cloud	http://www.datacentermap.com/cloud/el-cloud.html
121	23.885942	45.079163	SA	ASC	saudi-arabia	flexi cloud server	http://www.datacentermap.com/cloud/flexi-cloud-server.html
122	1.347074	103.818054	SG	ASP	singapore	Amazon EC2	http://www.datacentermap.com/cloud/amazon-ec2.html
123	1.347074	103.818054	SG	ASP	singapore	SoftLayer CloudLayer	http://www.datacentermap.com/cloud/cloudlayer.html
124	1.347074	103.818054	SG	ASP	singapore	Tata Communications Instacompute	http://www.datacentermap.com/cloud/instacompute.html
125	1.347074	103.818054	SG	ASP	singapore	vpsnine	http://www.datacentermap.com/cloud/vpsnine.html
126	-29.15216	25.620117	ZA	AFR	south-africa	RSAWEB	http://www.datacentermap.com/cloud/rsaweb.html
127	-29.15216	25.620117	ZA	AFR	south-africa	vpsnine	http://www.datacentermap.com/cloud/vpsnine.html
128	-29.15216	25.620117	ZA	AFR	south-africa	go2cloud	http://www.datacentermap.com/cloud/go2cloud.html
129	40.14529	-3.47168	ES	EUW	spain	ntt europe ltd	http://www.datacentermap.com/cloud/ntt-europe-ltd.html
130	40.14529	-3.47168	ES	EUW	spain	gnet cloud	http://www.datacentermap.com/cloud/gnet-cloud.html
131	40.14529	-3.47168	ES	EUW	spain	ibercom cloud	http://www.datacentermap.com/cloud/ibercom-cloud.html
132	40.14529	-3.47168	ES	EUW	spain	abserver	http://www.datacentermap.com/cloud/abserver.html
133	40.14529	-3.47168	ES	EUW	spain	adam	http://www.datacentermap.com/cloud/adam.html
